year,date,sitenumber,site,protocol,richness,EPT,MCI,SQMCI,Acarina,Dolomedes aquaticus,Hydra,Antiporus,Elmidae   ,Enochrus,Hydraenidae ,Hydrophilidae ,Ptilodactylidae ,Staphylinidae,Scirtidae ,Rhantus,Copelatus,Podaena,Liodessus,Collembola,Amphipoda,Paranthura,Tanaidacae,Cladocera,Copepoda,Isopoda,Ostracoda,Paracalliope,Paraleptamphopus ,Paranephrops ,Paratya,Anthomyiidae,Aphrophilia,Austrosimulium ,Ceratopogonidae,Chironomus,Chironomidae,Corynoneura,Culex,Culicidae,Dolichopodidae,Empididae,Ephydridae,Eriopterini ,Harrisius,Hexatomini ,Limonia,Limnophora,Lobodiamesa,Maoridiamesa,Mischoderus,Molophilus,Muscidae,Neocurupira ,Neolimnia,Nothodixa,Orthocladiinae,Paradixa ,Paralimnophila,Parochlus,Paucispinigera,Polypedilum,Psychodidae,Sciomyzidae,Stratiomyidae ,Tabanidae ,Tanypodinae,Tanytarsini,Tanytarsus,Thaumaleidae,Zelandotipula,Acanthophlebia ,Ameletopsis ,Arachnocolus ,Atalophlebioides,Austroclima ,Austronella,Coloburiscus ,Deleatidium ,Ichthybotus ,Isothraulus,Mauiulus,Neozephlebia ,Nesameletus ,Oniscigaster,Rallidens,Siphlaenigma,Tepakia,Zephlebia ,Anisops,Diaprepocoris,Microvelia,Saldidae,Sigara,Hirudinea,Hygraula,Archichauliodes,Ferrissia,Gyraulus,Hyridella,Latia,Lymnaeidae,Melanopsis,Physidae,Potamopyrgus ,Sphaeriidae,Nematoda,Nemertea,Nematomorpha,Kempynus,Aeschna,Anisoptera,Antipodochlora ,Austroletes,Hemicordulia,Procordulia,Uropetala,Xanthocnemis,Oligochaeta,Platyhelminthes,Acroperla,Austroperla ,Megaleptoperla ,Nesoperla,Spaniocerca,Stenoperla ,Taraperla,Zelandoperla ,Zelandobius ,Alloecentrella,Aoteapsyche ,Beraeoptera,Confluens,Costachorema ,Ecnomina ,Helicopsyche ,Hudsonema ,Hydrobiosella ,Hydrobiosis ,Hydrochorema,Neurochorema ,Oecetis,Oeconesidae,Olinga,Orthopsyche ,Oxyethira ,Paroxyethira ,Plectrocnemia ,Polyplectropus ,Psilochorema ,Pycnocentria ,Pycnocentrodes,Triplectides ,Tiphobiosis,Zelandoptila,Zelolessica,Polychaeta,Rhabdocoela,Ischnura,Mysidae,Bryozoa
2011,10/02/2011,7314,Okura Trib 1,soft,22,27.27272727,106.7272727,5.402380952,C,,,,,,,,,,,,,,,,,,,,R,,,A,,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,R,C,,,,C,,,R,,R,,,,,,,C,,,,,,,,,,,,,,R,A,,,R,,,,,,,,,,,,,C,,,,,,,,,,,,,A,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,A,,,,,,,,
2011,10/02/2011,7315,Okura Trib 2,soft,19,26.31578947,103.1578947,4.376829268,R,,,,,,,,,,,,,,,,C,,,R,,R,,VA,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,R,,,,,,,,,,,,,,,,R,,,,,R,R,,,,,,,,,,,,,,,R,VA,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,VA,,,,,,,,
2011,4/02/2011,8249,Omaru Ck @ Maybury,soft,16,0,51.375,1.909782609,R,,R,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VA,,,R,,C,A,,,R,,,,,,,,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3/02/2011,7726,Onepoto @ Kauri Glen park,soft,24,16.66666667,93.91666667,3.968965517,R,,,,,,,,,,,,,,,R,,,,,R,,R,,,R,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,R,R,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,C,VA,R,,,,,,,C,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,VA,,,,,,,,
2011,9/03/2011,74401,Onetangi @ Waiheke Rd,soft,20,30,102.1,6.394776119,R,,,,,,,,,,,,,,,,,,,,R,R,,A,A,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,C,VA,,,C,,,,,,R,,,,,,,A,,,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,C,,,,,,,,
2011,28/01/2011,7925,Opanuku LTB,Hard,26,19.23076923,82.30769231,3.452020202,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,A,A,,,,,,,,R,,,,,,,,,,,R,,,,A,,,,,C,,,,,R,,A,,,,,,,R,,,,,,,,,,,,,R,,,,,,R,,C,C,,,A,,,R,A,,,,,,,,R,,,,,,,R,,,,,,,,,,,VA,,,,,,,,C,,,,,,,VA,,,,,,A,A,,,,,,,,R
2011,2/02/2011,8608,Orere A,Hard,32,43.75,129.375,7.778588808,R,,,,R,,C,,R,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,,,R,,,,,,,A,,VA,VA,R,,,R,C,,,,,VA,,,,,,,,C,,,,,,,,C,,R,,,,,,,,,,,,C,C,,R,,,R,R,,C,,,R,,,,,R,,,C,,,,,C,A,,,,,,C,,,,,,,,,,
2011,2/02/2011,8609,Orere B,Hard,26,42.30769231,130.7692308,7.401315789,R,,,,A,,C,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,A,,A,A,R,,,R,R,,,,,C,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,R,R,,,R,,,R,,C,,,R,,,R,,R,,,R,,,,,A,,,,,,,,,,,,,,,,,
2011,26/01/2011,7172,Otanerua,Soft,22,36.36363636,121.6363636,7.008888889,R,,,,,,R,,,,,,,,,R,,,,,,,R,,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,R,R,,,,R,,,,,,,,,,,,R,,R,,,,,,,R,,,,,,A,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,R,R,,,,R,,,,,,
2011,21/01/2011,8241,Otara LTB,soft,23,8.695652174,43.30434783,2.00942492,C,,R,,,,,,,,,,,,,R,,,,C,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,C,,,R,,A,VVA,R,,R,,,,,,,R,,,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,R,,,R
2011,3/02/2011,107801,Oteha LTB,soft,15,6.666666667,66.4,2.262295082,C,,,,,,,,,,,,,,,,,,,,R,R,,R,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,R,,,VVA,R,,,,,,,,,,,,C,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2011,20/01/2011,8217,Pakuranga @ Botany Rd,hard,9,0,60,2.009765625,R,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,VVA,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,20/01/2011,8215,Pakuranga Ck @ Greenmount Dr,hard,15,13.33333333,61.33333333,2.096428571,R,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VVA,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,A,,,C,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,R,,,,,,,,
2011,20/01/2011,1043825,Papakura LTB,soft,24,20.83333333,57.5,2.116090226,R,,R,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,R,C,,,C,,,,C,,A,VVA,R,,C,,,,,,,,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,R,A,A,,,,,,,,,,,R,,,
2011,27/01/2011,1043835,Papakura Trib @ Alfriston Rd,soft,24,4.166666667,60.41666667,2.497464789,R,,R,,,,,R,,,,,,,,R,,,,,R,,A,VA,,,R,,,,,,,,,R,,,,,R,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,,,,R,,A,VVA,C,,,,,,,,,,,,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,R
2011,18/01/2011,7939,Paramuka Stream @ Brookwood Drive,soft,21,9.523809524,57.04761905,2.233,R,,,,,,,,,,,,,,,,R,,,,,,VA,,,,R,,,,,A,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,,R,A,,R,R,,,,,,,,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,
2011,10/02/2011,1043826,Puhinui LTB,Soft,19,5.263157895,44.21052632,1.996747967,R,,C,,,,,,,,,,,,,,,,,C,A,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,R,,,R,,C,C,,,R,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,A,,,C
2011,20/01/2011,1043827,Puhinui trib (soft),soft,22,9.090909091,84.63636364,2.722137405,R,,,,,,,,,,,,,,,R,R,,,A,R,,R,,,,,,,,,R,,,,,,,,,R,,,,,,R,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,R,,,,,,,,,,,,,VVA,C,R,,,,,,R,,,,,R,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,
2011,20/01/2011,1043828,Puhinui Upper (hard),Hard,28,32.14285714,99.28571429,5.772900763,,,,,R,,,,,,,,,,,,,,,,,,,VA,,,,,R,C,,,,,,,,,,,,,R,,,,R,,R,,,,A,,R,,,A,R,,,,,,A,,,,,R,,A,,R,,,,,R,,,,,,C,,,,,,,,,R,,,C,,,,VA,,,R,,,,,R,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,R,,VA,,C,,,,,,,,
2011,2/02/2011,7012,Puhoi,soft,33,39.39393939,128.5454545,5.892920354,A,,,,R,,R,,R,,,,,,,R,C,,,,,,,R,A,C,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,R,,,,,R,,R,,R,,,A,,C,,C,,,R,,R,,,,R,A,VA,,,C,,,,,,,,,,,,,VA,,,,,,,,,,,,,,R,,,C,,,,,,,,,R,,,,,,,,,,,,,,R,,,,R,R,,,R,,,,,,,,
2011,28/01/2011,45371,Riverhead,soft,31,22.58064516,110.4516129,5.393774319,R,,,,,,,R,,,,,,,,C,,,,,R,,,VA,R,C,R,,,,,,,,,,,,,,C,R,R,,,,,,,,,,R,C,,,,R,,,,,C,,R,,,,,,,R,,,,,,,R,,,,,A,A,,,R,,,,,,,,,C,,,,A,,R,,,,,,C,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,A,,,,,,R,,
2011,19/01/2011,7212,Shakespear,Soft,20,25,100.2,5.141839763,C,,,,,,,,,,,,,,,,,,,,A,,R,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,C,,R,,,,,A,,,,,,,,,,,,,,A,C,,,R,,,,,,,,,,,,,A,A,,R,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,VA,,,,,,,,
2011,2/02/2011,43918,Symonds St @ Ponga,Hard,21,38.0952381,111.4285714,5.689750693,,,,,A,,,,,,,,,,,R,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,R,,,,C,,,VA,,,,,,,,,,C,,,,,,,,C,R,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,R,,,VA,,,,,,R,,C,,,,,R,,,,,,,,VA,R,,,,,,,,
2011,27/01/2011,43929,Tararata Creek @ Elmdon Street,soft,24,4.166666667,49.08333333,1.900287356,R,,C,,,,,,,,,,,,,,,,,,,,A,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,A,R,,,R,,VA,A,R,R,R,,,,,R,,,R,,A,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,
2011,26/01/2011,6517,Tawharanui,soft,25,32,117.92,5.929878049,C,,,,,,,,,,C,,,,,R,R,,,,C,,,A,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,C,,R,,,,,C,,,,,,,C,,R,,,,,A,A,,,R,,,,,,,,R,,,,,A,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,R,,,,,,,,
2011,10/02/2011,7527,Vaughan Lower,Soft,15,6.666666667,63.2,2.350621118,C,,,,,,,,,,,,,,,R,,,,,,R,R,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,A,C,VVA,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,
2011,7/02/2011,7526,Vaughan Upper,Soft,26,34.61538462,113.0769231,5.545145631,R,,,,,,,,,,,,,,,R,R,,,,,,R,VA,,R,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,R,,,,,,,R,,,,,C,,,,,,,,,R,,,,,C,A,,,R,,,,,,,,,,,,,A,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,R,R,A,,C,,,,,,,,
2011,20/01/2011,8569,Wairoa @ Caitchen Rd Trib,hard,35,42.85714286,133.1428571,7.976,R,,,,C,,R,,,,,,,,,,,,,,,,,,,R,,,C,,,,,,,,,,,R,,,,,,,,,R,,,,R,R,,,,R,,,,,,,R,,,,,,,VA,,A,A,,,,R,C,,,,,C,,,R,,,,,C,,,,C,,,,A,,,,,,,,,,,,,,,R,,C,C,,,,,C,R,,,,,,,C,,R,R,R,,,,R,A,,,,,R,R,,,,,R,,,,,
2011,5/02/2011,8553,Wairoa LTB,soft,36,27.77777778,95.33333333,5.173010381,R,,R,,A,,,,,,,,,,,,,,,,,,R,VA,,R,C,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,R,,R,,,,,,,C,R,,R,,,,,,,,,,A,,,,,,R,,,R,,,C,,,,A,C,,R,,,,,R,,,,,C,A,R,,,,,,,,,,,R,,,,,,C,,R,,,R,R,,,C,,,R,,A,C,A,,,,,,,,
2011,8/02/2011,44619,Waitakere River,hard,30,26.66666667,98,5.842942346,R,,,,VVA,,,,,,R,,,,,,,,,,,R,,A,,,,,R,C,,,,,,,,R,,,,,,,,R,R,,,,,,C,,,,,,,,,,,,C,,,,,,,VA,,,,,,,,,,,,,R,,,,,,,,R,,,,R,,,,VA,,,R,,,,,,,,,,,A,C,,,R,,,,,,R,,A,,,R,,,R,,C,,,,,,,C,,,R,,VA,VA,,,,,,,,,
2011,4/02/2011,43601,Waitangi Stream,soft,21,4.761904762,54.66666667,3.48358349,C,,R,,,,,,,,,,,,,,C,,,,,,,VVA,,,R,,,C,,,,,,,,,,,R,,,,,,,,R,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,C,VVA,C,,,,,R,,,R,,,,A,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,
2011,26/01/2011,7153,Waiwera R @ Waiwera Rd,soft,28,21.42857143,91.14285714,4.923741007,R,,,,,,,,,,,,,,,R,,,,,R,,,A,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,R,R,,,,C,,,,,C,,,,R,,,,,,,,,,,,,,,,,,A,R,,,,,,,,R,,,R,,,R,A,,,,,,,,R,,,,,C,C,,,,,,,,,,,,,,,,,,R,,,,,R,,,,R,R,,R,,,,A,,R,,,R,,,
2011,17/02/2011,45745,Waiwhiu @ Frith,soft,30,30,89.2,3.048637016,R,,,A,,,,R,,,,,,,,,,,,,A,,R,,,R,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,,A,,R,,,,,A,,,,,,,,,R,,,,R,R,A,R,,,,C,,,,R,,,,R,,R,VVA,,,C,,,,,,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,C,,,,A,,,,,,,,
2011,28/01/2011,44470,Wekatahi,Hard,35,37.14285714,122.8571429,6.512328767,,,,,C,,C,,,,,,,,,R,R,,,,,,,,,,C,,C,A,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,R,,,,,,,R,,,R,,,,C,,VA,A,,,,C,,,,,,C,,,,,,,,C,R,,,C,,,,VA,,,,,,,,,,,,,,,C,,R,R,,,,,R,,,,,,R,,R,R,C,C,,R,,,A,A,R,,,,,,C,,,,,,,,,
2011,19/01/2011,7213,West Hoe LTB,soft,23,30.43478261,108.6956522,6.628205128,,,,,,,,,,,,,,,,,,,,,R,,,C,,C,R,,,,,,,R,,,,,,,C,,,,,,,,,,,,R,C,,,,C,,,,,R,,,,,,,C,,,,,,,R,,,,,,,C,A,,,R,,,,,,,,,,,,,C,,,R,,,,,R,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,,
2011,10/02/2011,104300,Whangamarie Stream @ Hunter Rd,soft,19,15.78947368,72.63157895,4.564902507,R,,,,,,,,,,,,,,,,,,,,,,A,VA,,R,,,,,,,,C,,,,,,,,,,,,,,,R,,,,R,,,,,VA,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,C,VA,,,R,,,,,,,,,,C,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,R,,,,,,,,,,,,
2012,31/01/2012,44030,Anns Creek @ Hamlins Hill,soft,16,0,60.75,4.346819338,C,,A,,,,,,,R,,,,,,R,,,,,R,,A,,,,,,,,,A,,,,R,,,,,,,,,,,,,,,,,VA,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,R,,,R,,,,,,,,,,A,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,19/01/2012,45368,Ararimu @ Old North Road,soft,31,22.58064516,100.2580645,5.257938144,,,R,,,,,,,,,,,,,,,,,,,,A,VA,,R,R,,,C,,A,,,,,,,,,R,,,,,,,,,,,,,R,,,,C,,,,,C,,R,,,,,,,,,R,,,,,,,,,,A,VA,,,,,,R,,,,,,A,,,R,A,VA,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,R,,C,,R,C,,,R,,,,C,,R,,A,,,,,R,,,
2012,7/02/2012,8557,Aroaro @ Phillips,soft,40,32.5,110.6,5.437842779,R,,,,VA,,C,,R,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,R,,R,,,,,,,R,,R,,,,A,,R,,,,,,,,R,,R,,,,,,,A,,A,VA,,,,R,,,,,,R,,,,,,R,,A,R,,,,,,,VA,,,R,,,,,,,,,,,R,R,,,R,,,,,,R,,VA,,,R,,R,R,,A,,R,,,R,,R,,,,R,R,C,R,,,,,,,,
2012,1/02/2012,8023,Avondale @ Reserve,soft,22,22.72727273,104.5454545,5.287142857,,,,,,,,,,,R,,,,,R,,,,,C,,,VA,A,C,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,R,,,,C,,,,,C,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,C,C,,R,,,,,,,,,,R,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,C,,,,,,,,
2012,7/02/2012,8019,Avondale @ Shadbolt park,soft,23,4.347826087,77.04347826,3.715533981,R,,R,,,,,,,,,,,,,R,,,,,,,R,VA,R,,,,,,,R,,,,,,,,,A,,,,,,,R,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,C,A,C,R,C,,,,,,,,,,A,VA,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,
2012,1/02/2012,8022,Avondale @ Thuja,soft,24,8.333333333,71.41666667,2.884251969,,,C,,,,,,,,,,,,,R,,,,,,,C,C,,,R,,,R,,,,,,,,,,,R,,,,,,,,,,R,,C,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,R,,,,R,,,R,,C,VA,,,C,,,,,,,,,,C,VA,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,
2012,20/01/2012,7308,Awanohi Lower,soft,35,25.71428571,100.7428571,4.72392638,R,,R,,R,,,,,,R,,,,,,R,,,,R,,C,A,,R,R,,,,,C,,,,,,,,,R,R,,,,,,,,,,,R,C,R,,,C,,,,,C,,,,,,,R,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,R,A,A,,,,,,,,,,,,R,VA,R,,,,,,,,,,,,,,,,,R,,,,,C,R,,,R,R,,R,,C,,VA,,,,,,,,
2012,23/01/2012,7309,Awanohi Mid,soft,32,31.25,107.5,5.85198556,R,,,,,,,,,,,,,,,R,,,,,R,,R,VA,C,C,R,,,R,,,,,,,,,,,C,,R,,,,,,,,R,,,R,,,,C,,,,,C,,C,,,,,,,,,,,,R,,R,,,,,A,A,,,,,,,,,,,,,,,,C,,,R,,,,,,R,,,,R,A,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,A,R,A,,A,,C,,,,,,
2012,23/01/2012,7311,Awanohi Upper 1,soft,15,40,130.5333333,7.873170732,R,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,A,,,,,,,,,,,,,,C,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,R,,,R,,,,,,,,
2012,17/02/2012,45742,Awarere @ Dibble,soft,17,41.17647059,106.7058824,7.723484848,,,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,C,R,,,,,,,,,,,,,,,,R,,,,,R,,,,,R,,,,R,VA,,,R,,,,,,,,,,R,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,
2012,8/02/2012,8268,Botany Creek @ Tangello Place,hard,15,6.666666667,56,1.62704918,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,VA,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,C,VA,,,R,,,,,,,,,,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,
2012,1/02/2012,7524,Campbells Bay,soft,24,0,86.58333333,2.513609467,R,,R,,R,,,R,,,,,,,,R,R,,,,,,,,,R,C,,,R,,,,,,,,,,,,,,,,,,R,,,R,,R,R,,,,R,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,VA,R,,R,,,,,,,,,,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,9/02/2012,74701,Cascades @ Whakanewha,hard,27,37.03703704,118.5185185,6.372759857,,,,,,,R,,R,,,,,,,,,,,,,R,,,VA,R,,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,R,R,,,C,,,,,,,C,,,,R,,,R,,A,,,,,,,,,,,VA,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,R,R,,C,,,,,,,,,,,,,,,,,R,,,,,,A,,,,,R,C,,R,,R,,,,,,
2012,19/01/2012,44618,Cascades LTB,Hard,29,37.93103448,115.862069,4.779569892,,,,,C,,R,,R,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,R,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,R,R,,,R,,C,A,R,,,,,,,,,R,,,,,,,,C,,,,C,,,,VA,,,,,,,,,,,,,,R,R,,R,,,,,,,,,C,,,R,,,,,R,,R,,,R,R,R,,,,,,,,,,,,,,,
2012,18/01/2012,7548,Castor @ Braemar,soft,20,0,62.7,2.193558282,R,,,,,,,P,,,,,,,,A,,,,,R,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,C,,,,,A,VVA,C,,C,,,,,,,,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,
2012,1/02/2012,7721,Chatswood,Hard,20,5,72,2.692579505,,,R,,,,,R,,R,,,,,,R,,,,,,,R,,,,,,,R,,,,,,,,R,,,,,A,,,,,,,,,,VA,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,VA,R,,,R,,,,,R,,,,,R,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2012,18/01/2012,6606,Duck Creek @ Trotters,soft,35,11.42857143,69.25714286,3.369686411,A,,R,,,,,,,,R,,,,,R,,,,R,R,R,A,,,,,,,,,R,,C,,R,,,,,,R,,,,,,,R,,,,VA,,R,,,C,C,,,,C,,A,,R,,,,,,,,,,,,,,,,,,,R,,R,,R,R,,,,,,,,,R,A,R,,,,,,,,R,,,,A,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,R,,,,A,,,,,,,,
2012,26/01/2012,8407,Duders,soft,27,3.703703704,91.92592593,3.463716814,C,,,,,,,R,,,R,,,,,,R,,,R,,,VA,A,,,,,,R,R,R,,R,,,R,,,,,R,,,,,,R,R,,,,R,,R,,,C,R,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,C,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,
2012,1/02/2012,6847,Dyers Creek @ Bush,soft,35,37.14285714,117.1428571,4.827002967,R,,,,A,,,,,,R,,,,,,,,,,,,,,,R,,,A,C,,,,,,,,C,,,,,,,,,,,,,,,C,R,,,,R,,,,,R,,A,,,,,R,,A,,A,R,,,,C,,,R,,,A,,,,,,,,A,,,,R,,,,VA,,,R,,,,,,,,,,,,A,,,C,,,,,,,,A,,,R,,,R,,C,,R,,,C,,R,,,,C,,R,,,,R,,,,,
